Lot Number,PO Number,Prod Qty,PO Date,Qty PO,Due Date,Qty Shipped,First Article,Remark,Tracking No,Real Shipped Date
L15243,P120294,8,2022-05-20 00:00:00,8,2022-07-06 00:00:00,8,,from L14570,1Z9V89920295125361,2022-05-23 00:00:00
L15304,,,,,,,,"mat PO 15649, 17 pcs",,
L17203,10611,123,2025-05-19 00:00:00,120,2025-06-15 00:00:00,120,,"Issue S/T 240 pcs
Use 120 pcs to make part 5518",drop offf,2025-08-14 00:00:00
L17208,10611,130,2025-05-19 00:00:00,120,2025-07-15 00:00:00,115,,Eric take to drop off,,2025-08-18 00:00:00
L17206,10611,,2025-05-19 00:00:00,120,2025-06-15 00:00:00,120,,,,2025-09-26 00:00:00
L17205,10611,123,2025-05-19 00:00:00,120,2025-07-15 00:00:00,120,,,drop off,2025-08-14 00:00:00
L14235,P113713,15,2020-11-13 00:00:00,15,2021-02-18 00:00:00,15,10732,,,2021-02-08 00:00:00
L15412,P121761,36,2022-08-11 00:00:00,35,2022-10-20 00:00:00,30,,,1Z9V89920394835666,2022-11-22 00:00:00
L15412-1,P121761,30,2022-08-11 00:00:00,0,2022-10-20 00:00:00,30,,"Recalled part, remachine, passivate",1Z9V89920394330997,2022-12-22 00:00:00
L15914,P125219,47,2023-04-19 00:00:00,40,2023-06-27 00:00:00,40,11242,ST Issued 8/8. Revised due date 6/27 to 10/9,1Z9V89920399783838,2023-09-29 00:00:00
L16937,P133645,46,2025-01-08 00:00:00,40,2025-03-28 00:00:00,38,100027,ST Issued  8/21/25,1Z9V89920399422325,2025-10-07 00:00:00
L17437,P133645,4,2025-10-06 00:00:00,2,2025-10-17 00:00:00,4,,from L15914,1Z9V89920399422325,2025-10-07 00:00:00
L15978,P125502,221,2023-06-01 00:00:00,200,2023-07-12 00:00:00,48,11237,Revised from 7/12 to 9/15,1Z9V89920194777410,2023-09-13 00:00:00
L15978-1,P125502,19,2023-06-01 00:00:00,0,2023-10-06 00:00:00,19,,NDT PO 17694,1Z9V89920394232745,2023-10-02 00:00:00
L15978-2,P125502,136,2023-06-01 00:00:00,0,2023-10-06 00:00:00,133,,,1Z9V89920393737578,2023-10-03 00:00:00
L16352,P128855,118,2024-01-09 00:00:00,100,2024-02-12 00:00:00,97,,St Issue 1/25,775139701793,2024-02-09 00:00:00
L16418,P128855,12,2024-01-09 00:00:00,0,2024-03-15 00:00:00,12,,Use reworked from L15978 to passivate,1Z9V89920391878661,2024-03-04 00:00:00
L16450,P128855,103,2024-01-09 00:00:00,100,2024-07-08 00:00:00,88,,ST Issue 4/16,1Z9V89920391331170,2024-05-31 00:00:00
L17209,10611,135,2025-05-19 00:00:00,120,2025-07-15 00:00:00,120,,,drop off,2025-10-14 00:00:00
L13632,P108322,245,2019-11-21 00:00:00,50,2022-05-31 00:00:00,50,-,,1Z9V89920390574919,2022-05-20 00:00:00
L14849,P108322,36,2021-10-09 00:00:00,34,2021-11-20 00:00:00,34,10947,unfinished from L13184,,2021-11-05 00:00:00
L15417,P129128,232,2022-08-17 00:00:00,,2023-07-21 00:00:00,0,200,Closed lot,,2025-05-05 00:00:00
L15538,P108322,188,2022-08-17 00:00:00,120,2023-06-30 00:00:00,155,,"Continue from L13632, have 155 pcs. ",1Z9V89920394410007,2022-11-17 00:00:00
L16383,P129128,221,2024-01-26 00:00:00,117,2024-01-29 00:00:00,86,,Overnight. Mat PO 17032,270284202318,2024-01-26 00:00:00
L16383-1,P129128,232,2024-01-26 00:00:00,0,2024-01-29 00:00:00,31,,Overnight. Mat PO 17186. ST Issued 9/24,270284202318,2024-01-27 00:00:00
L16383-2,P129128,190,2024-01-26 00:00:00,100,2024-07-15 00:00:00,60,,Continue from L15417 Mat'l PO 17186 - 131pcs need to deburr and 60pcs to inspcet. Total 191pcs,1Z9V89920399312882,2024-09-27 00:00:00
L16383-3,P129128,130,2024-01-26 00:00:00,0,2025-01-15 00:00:00,107,,from L16383-1,1Z9V89920395658392,2025-01-27 00:00:00
L16383-4,P129129,,2024-01-26 00:00:00,0,2025-07-15 00:00:00,,31,Need to do new bb,,
L16390,P129129,,2024-01-26 00:00:00,100,2025-07-15 00:00:00,,,,,
L16390-1,P129129,,2024-01-26 00:00:00,100,2026-01-15 00:00:00,,,,,
L16390-2,P129129,,2024-01-26 00:00:00,100,2026-07-15 00:00:00,,,,,
L16597,P129128,33,2024-01-26 00:00:00,100,2024-07-15 00:00:00,33,,from L13632,1Z9V89920392313750,2024-06-21 00:00:00
L14192,P113444,16,2021-01-08 00:00:00,15,2021-01-01 00:00:00,15,10712,"Revised due date from 12/16 to 1/8 (Mat 14011, 2""x 3 ft, + HT 14056) + (Mat 15029, 2 1/4""x2 ft, + HT 15046)",-,-
L15724,P124010,31,2023-01-27 00:00:00,20,2023-04-11 00:00:00,20,11190,,772109168144,2023-05-10 00:00:00
L16105,P126752,90,2023-08-28 00:00:00,38,2023-12-08 00:00:00,38,11275,Make Traveller 90 pcs,1Z9V89920396503716,2023-11-27 00:00:00
L16105-1,P126752,52,2023-08-28 00:00:00,37,2024-04-24 00:00:00,37,,from L16105,1Z9V89920392170673,2024-03-05 00:00:00
L16843,P132829,100,2024-11-01 00:00:00,75,2025-01-15 00:00:00,75,,ST Issued 12/30,1Z9V89920392976624,2024-12-30 00:00:00
L17005,P134207,23,2025-02-11 00:00:00,38,2025-04-15 00:00:00,23,,from L16843,1Z9V89920392475255,2025-02-11 00:00:00
L17006,P134207,15,2025-02-11 00:00:00,0,2025-04-15 00:00:00,15,,from L16105,1Z9V89920392475255,2025-02-11 00:00:00
L15086,1006858 Line 1,1319,2022-02-25 00:00:00,5,2022-04-20 00:00:00,5,11022,,776598506270,2022-04-15 00:00:00
L15087,1006858 Line 2,1314,2022-02-25 00:00:00,4995,2022-06-15 00:00:00,569,,from L15086,776796335686,2022-05-06 00:00:00
L15180,1006858 Line 2,745,2022-02-25 00:00:00,0,2022-06-15 00:00:00,739,,from L15086,776796335686,2022-05-06 00:00:00
L15190,1006858 Line 2,3817,2022-02-25 00:00:00,0,2022-07-15 00:00:00,3687,,,777545669248,2022-08-01 00:00:00
L15088,1006858 Line 3,1125,2022-02-25 00:00:00,5,2022-04-21 00:00:00,5,11023,,776598506270,2022-04-15 00:00:00
L15089,1006858 Line 4,1120,2022-02-25 00:00:00,2995,2022-06-15 00:00:00,1055,,from L15088,776796335686,2022-05-06 00:00:00
L15181,1006858 Line 4,65,2022-02-25 00:00:00,0,2022-06-15 00:00:00,65,,from L15088,776796335686,2022-05-06 00:00:00
L15191,1006858 Line 4,1962,2022-02-25 00:00:00,1875,2022-07-15 00:00:00,1875,,,777545669248,2022-08-01 00:00:00
L15046,P119209,82,2022-02-15 00:00:00,80,2022-04-11 00:00:00,30,11016,,1Z9V89920198535165,2022-04-05 00:00:00
L15171,P119209,49,2022-02-15 00:00:00,0,2022-04-11 00:00:00,49,,From L15046,1Z9V89920395914597,2022-04-15 00:00:00
L16468,P130040,52,2024-04-01 00:00:00,50,2024-06-05 00:00:00,21,11384,"Use mat PO 17105, 3 3/4"", cut piece 0.65"". ST Issue 4/15",1Z9V89921298342209,2024-10-18 00:00:00
L16468-1,P130040,16,2024-04-01 00:00:00,0,2024-06-05 00:00:00,16,,"Use mat PO 16534
5/8"" X 2"", 28"" x 2 pcs
Closed PO short",1Z9V89921298342209,2024-10-18 00:00:00
L16875,P133194,44,2024-11-22 00:00:00,100,2025-01-07 00:00:00,44,,"Mat PO 18348, 6 ft.. 
ST Issued 1/2/25
Need to record the problem",1Z9V89920398527009,2025-03-03 00:00:00
L16875-1,P133194,91,2024-11-22 00:00:00,0,2025-01-07 00:00:00,10,,"Mat PO 18170, 3 ft.,
74pcs. Could not find it. 
ST Issued 12/2/25",1Z9V89920398527009,2025-03-03 00:00:00
L17173,P133194,76,2025-04-30 00:00:00,0,2025-06-15 00:00:00,31,,"Use mat PO 18348,2 1/4'',
ST Issued 05/20/25, 
SHIP MAT PO#18348 = 31 PCS.",1Z9V89920397115778,2025-07-10 00:00:00
L17173-1,P133194,15,2025-04-30 00:00:00,0,2025-06-15 00:00:00,15,,"from L17173
SHIP MAT PO#18863 = 15 PCS.",1Z9V89920397115778,2025-07-10 00:00:00
L14023,P112078,42,2020-06-15 00:00:00,42,2020-11-02 00:00:00,42,10677,,,2020-10-05 00:00:00
L14237,P113713,65,2020-11-13 00:00:00,65,2021-04-09 00:00:00,65,,,,2021-04-05 00:00:00
L14506,P115303,26,2021-04-12 00:00:00,15,2021-09-01 00:00:00,15,-,Make traveller 25 pcs.,,2021-10-25 00:00:00
L15760,P124243,11,2023-02-10 00:00:00,14,2023-02-17 00:00:00,11,11152,from L14506,1Z9V89920399896341,2023-02-14 00:00:00
L15761,P124243,2,2023-02-10 00:00:00,0,2023-02-17 00:00:00,2,,from L14023,1Z9V89920399896341,2023-02-14 00:00:00
L15762,P124243,1,2023-02-10 00:00:00,0,2023-02-17 00:00:00,1,,from L14237,1Z9V89920399896341,2023-02-14 00:00:00
L13967,P111676,101,2020-06-15 00:00:00,100,2020-07-30 00:00:00,100,10658,need Boeing D1-4426,-,-
L13893,P111388,39,2020-03-26 00:00:00,25,2020-06-19 00:00:00,25,10579,,,2020-04-28 00:00:00
L13981,P111900,65,2020-05-12 00:00:00,50,2020-10-01 00:00:00,37,,,,2020-08-10 00:00:00
L14077,P111900,11,2020-08-10 00:00:00,11,2020-10-01 00:00:00,11,,from L13893,,2020-08-10 00:00:00
L14084,P112669,89,2020-08-10 00:00:00,50,2021-04-01 00:00:00,50,,,,2021-04-05 00:00:00
L14221,P112669,27,2020-11-04 00:00:00,25,2021-05-03 00:00:00,27,,from L14084,,2021-04-26 00:00:00
L15065,P118377,107,2022-02-22 00:00:00,20,2022-04-28 00:00:00,20,11048,"from 59 pcs, mat 15842",1Z9V89920395785414,2022-05-31 00:00:00
L15066,P118377,87,2022-02-22 00:00:00,30,2022-07-18 00:00:00,30,,"from 48 pcs, mat: 16555",1Z9V89920398909936,2022-06-24 00:00:00
L16694,P131666,57,2024-07-29 00:00:00,30,2024-08-05 00:00:00,30,,from L15066,1Z9V89920392474943,2024-07-30 00:00:00
L17300,P136483,9,2025-07-28 00:00:00,9,2025-10-15 00:00:00,9,,from L15065,1Z9V89920399277260,2025-07-31 00:00:00
L16409,P129406,53,2024-02-14 00:00:00,50,2024-04-15 00:00:00,52,11338,,1Z9V89920790453506,2024-05-17 00:00:00
L14740,P116724,14,2021-10-12 00:00:00,10,2021-10-25 00:00:00,10,10943,Revise 10/12 to 10/28,-,-
L13327,P105250,50,2019-06-24 00:00:00,50,2019-08-26 00:00:00,50,10340,,,2019-08-14 00:00:00
L15109,P119544,42,2022-03-08 00:00:00,30,2022-06-06 00:00:00,30,11038,,1Z9V89920395141958,2022-05-17 00:00:00
L15438,P121991,88,2022-09-01 00:00:00,75,2022-11-04 00:00:00,75,,,1Z9V89920392613855,2022-10-20 00:00:00
L15153,P119431,12,2022-03-22 00:00:00,5,2022-05-20 00:00:00,5,11059,,,2022-07-05 00:00:00
L15510,P122279,25,P122279,20,2023-04-14 00:00:00,20,AS,,1Z9V89920391454850,2023-04-17 00:00:00
L16823,P132813,67,2024-10-22 00:00:00,50,2025-01-15 00:00:00,32,100020,"Use mat PO 14950, HT PO 14982
ST Issued 11/7",1Z9V89920390780339,2025-07-22 00:00:00
L16939,P132813,2,2024-10-22 00:00:00,0,2025-01-15 00:00:00,2,,from L11853,1Z9V89920390079080,2025-01-16 00:00:00
L16940,P132813,6,2024-10-22 00:00:00,0,2025-01-15 00:00:00,6,,from L12869,1Z9V89920390079080,2025-01-16 00:00:00
L16941,P132813,10,2024-10-22 00:00:00,0,2025-01-15 00:00:00,10,,from L13412,1Z9V89920390079080,2025-01-16 00:00:00
L15047,P119209,47,2022-02-15 00:00:00,40,2022-04-11 00:00:00,12,11053,,,2022-06-22 00:00:00
L15047,P119209,0,2022-02-15 00:00:00,40,2022-04-11 00:00:00,0,,AF Rejcct 12 pcs,,
L15047-2,P119209,47,2022-02-15 00:00:00,0,2022-08-15 00:00:00,22,,per IDR 151611 & IDR 150611,1Z9V89920398113401,2022-08-15 00:00:00
L15047-R1,P119209,15,2022-02-15 00:00:00,0,2022-08-06 00:00:00,3,11070,Per IDR 151611,777531380903,2022-07-29 00:00:00
L15047-R2,P119209,12,2022-02-15 00:00:00,0,2022-08-06 00:00:00,9,,Per IDR 151611,1Z9V89920395961198,2022-08-15 00:00:00
L17076,P134605,59,2025-03-17 00:00:00,50,2025-06-05 00:00:00,20,100019,"Need to attach IDR 160919
ST Issued 5/12/25",882680968864,2025-07-10 00:00:00
L17076-1,P134605,,2025-03-17 00:00:00,50,2025-06-05 00:00:00,28,28,from L17076 ,1Z9V89920390293811,2025-07-14 00:00:00
L13141,P103080,78,2019-05-15 00:00:00,75,2019-05-23 00:00:00,75,10302,-,-,-
L16988,P134098,19,2025-02-04 00:00:00,19,2025-04-15 00:00:00,19,,from L13661,1Z9V89920390756875,2025-02-07 00:00:00
L13897,P108322,34,2020-06-30 00:00:00,33,2020-04-06 00:00:00,33,10324 (*L13249),-,-,2020-04-06 00:00:00
L16990,P134098,5,2025-02-04 00:00:00,5,2025-02-05 00:00:00,5,,from L13333,1Z9V89920399306111,2025-02-05 00:00:00
L17178,P135373,,2025-05-01 00:00:00,50,2025-07-15 00:00:00,,AS,Make Traveller 100 pcs.,,
L17179,P135373,,2025-05-01 00:00:00,50,2025-10-15 00:00:00,,,,,
L13641,P108322,134,2020-03-31 00:00:00,50,2020-03-20 00:00:00,126,10246 (*L12914),-,-,-
L16653,P168928,111,2024-07-17 00:00:00,50,2024-10-29 00:00:00,14,11395,"8/12/24 Have inserts PO 17594, 500 pcs. Label Ready",Identify per CSP1074-12 as ASSY5561C134-1,2024-11-04 00:00:00
L16653-1,P168928,88,2024-07-17 00:00:00,0,2024-10-29 00:00:00,36,,Insert PO 17090,Drop off,2024-11-25 00:00:00
L16653-2,P168928,48,2024-07-17 00:00:00,50,2025-01-03 00:00:00,48,,"from L16653-1. Insert PO 17594.
Closed PO short",Drop off,2025-01-17 00:00:00
L17038,P171549,69,2025-02-28 00:00:00,50,2025-12-23 00:00:00,50,,"Make Traveller 100 pcs
1/16/25 Have mat PO 18339 with HT 
PO 18480, 4 pcs X 3 ft. 
(full PO unused),ST Issued 07/23/25.
Insert PO 17594","Identify per CSP1074-12 as ""ASSY5561C134-1""",2025-10-29 00:00:00
L17039,P171549,,2025-02-28 00:00:00,50,2026-03-05 00:00:00,,Need Young Yi's email,,,
L16987,P134098,,2025-02-04 00:00:00,50,2025-04-15 00:00:00,40,,from L13841,1Z9V89920395780599,2025-02-13 00:00:00
L17007,P134098,,2025-02-04 00:00:00,0,2025-04-15 00:00:00,2,,from L12896. Closed PO short,1Z9V89920395780599,2025-02-13 00:00:00
L12210,142677-1,90,2017-08-21 00:00:00,30,2017-09-19 00:00:00,30,10140,-,-,2017-09-13 00:00:00
L12398,144143-1,43,2018-01-27 00:00:00,30,2018-03-30 00:00:00,30,-,use mat from burbank 13538 & 13656. Residual 7pcs,-,2018-03-15 00:00:00
L14597,P115795,12,2021-05-27 00:00:00,0,2021-07-15 00:00:00,5,,from L12210,,2021-06-28 00:00:00
L14876,P117728,120,2021-10-14 00:00:00,50,2022-03-21 00:00:00,50,10999,"mat PO 14880, HT PO 14908. Residual 19pcs",,2022-03-15 00:00:00
L14877,P117728,69,2021-10-14 00:00:00,50,2022-05-16 00:00:00,50,,from L14876,,2022-05-23 00:00:00
L15350,P121257,167,2022-07-14 00:00:00,50,2022-12-09 00:00:00,50,,Make Traveller 150 pcs. Residual 13pcs,1Z9V89921297409998,2022-12-06 00:00:00
L15351,P121257,113,2022-07-14 00:00:00,50,2023-04-07 00:00:00,50,,from L15350,1Z9V89920391534353,2023-01-24 00:00:00
L15352,P121257,63,2022-07-14 00:00:00,50,2023-08-08 00:00:00,50,,from L15350,1Z9V89920398910479,2023-07-05 00:00:00
L15804,P124487,180,2023-02-27 00:00:00,150,2023-09-12 00:00:00,50,,ST Issued 8/24,1Z9V89920399787021,2023-09-29 00:00:00
L15804-1,P124487,121,2023-02-27 00:00:00,0,2023-12-11 00:00:00,50,,from L15804,1Z9V89920392990064,2023-12-11 00:00:00
L15804-2,P124487,71,2023-02-27 00:00:00,0,2024-03-11 00:00:00,50,,,1Z9V89920397514588,2024-02-06 00:00:00
L15804-3, ,21,2023-02-27 00:00:00,150,2024-06-10 00:00:00,21,,21 PCS IN STOCK. 3/6/24 revise due date 6/10 to 7/15/24 to 1/15/25,1Z9V89920399151814,2025-05-02 00:00:00
L15807,P124487,101,2023-02-27 00:00:00,0,2024-09-10 00:00:00,50,bal. 83 after residual inv.,"Make Traveller 100 pcs. 
3/6/24 Revise 9/10/24 to 10/15/24
Mat PO 17610, HT PO 17627
NDT PO 18330
ST Issue 5/20
Revised to 4/15/25.",1Z9V89920391818850,2024-11-25 00:00:00
L15807-1,P124487,,2023-02-27 00:00:00,0,2025-04-15 00:00:00,50,,3/6/24 Revise 12/11/24 to 1/15/25 to 4/15/25,1Z9V89920391008725,2025-01-24 00:00:00
L16476,P124487,19,2024-04-05 00:00:00,0,2025-07-15 00:00:00,19,,"from L14876, Mat PO 14880",Ship after L15807-1  1Z9V89920396176062,2025-01-30 00:00:00
L16477,P124487,7,2024-04-05 00:00:00,0,2025-07-15 00:00:00,7,,"from L12398, Mat PO 13529
HT PO: 14559",1Z9V89920390971650,2025-05-02 00:00:00
L16478,P124487,13,2024-04-05 00:00:00,0,2025-07-15 00:00:00,13,,"from L15352, Mat PO 16590",1Z9V89920390971650,2025-05-02 00:00:00
L16955,P124487,7,2023-02-27 00:00:00,0,2025-07-15 00:00:00,7,,"3/6/24 revise due date 6/10 to 7/15/24.
From L12210, Mat PO 13529
HT PO 13538
Need to close PO short.",1Z9V89920390971650,2025-05-02 00:00:00
L13174,P103725,169,2019-05-31 00:00:00,150,2019-06-10 00:00:00,168,10264 (*L12554),-,-,-
L16936,P133644,73,2025-01-08 00:00:00,30,2025-03-28 00:00:00,30,,"Mat PO 18714
 ST Issued 3/10",Label Ready,2025-03-26 00:00:00
L17054,P134535,126,2025-03-06 00:00:00,75,2025-05-15 00:00:00,60,,"Mat PO 18777
4/16/25 Revised 75 to 100 pcs.
ST Issue 04-23-25",1Z9V89920391195756,2025-05-16 00:00:00
L17054-1,P134535,25,2025-03-06 00:00:00,25,2025-10-15 00:00:00,25,,from L17054,1Z9V89920390114068,2025-08-26 00:00:00
L16936-1,P134535,40,2025-03-06 00:00:00,0,2025-05-15 00:00:00,23,,"Mat PO 18714 5 ft., 53 pcs-good 53 pcs",1Z9V89920398086941,2025-03-27 00:00:00
L16936-2,P134535,17,2025-03-06 00:00:00,0,2025-05-15 00:00:00,17,,"Mat PO 15146, 10 pcs X 2.50"",  20 pcs- good 17 pcs",1Z9V8992038954155,2025-03-27 00:00:00
L17449,P136656,39,2025-10-14 00:00:00,0,2025-10-31 00:00:00,39,,from L17054,1Z9V89920395930408,2025-10-21 00:00:00
L17368,P136656,,2025-08-25 00:00:00,125,2026-01-15 00:00:00,86,,"ST Issued 10/29/25
 MAT from METAL BAR, PO.19066 size 2 1/4'' George PO.19068 ",1Z9V89920391754562,2025-12-01 00:00:00
L17369,P136656,,2025-08-25 00:00:00,125,2026-07-15 00:00:00,,,,,
L17370,P136656,,2025-08-25 00:00:00,125,2027-01-15 00:00:00,,,,,
L17371,P136656,,2025-08-25 00:00:00,125,2027-07-15 00:00:00,,,,,
L16678,P131593,30,2024-07-23 00:00:00,26,2024-10-15 00:00:00,26,11380,,1Z9V89920395675079,2024-09-27 00:00:00
L17008,,10,,,,10,,from L12575,,
L17009,,10,,,,10,,from L12866,,
L16307,P128186,9,2023-11-30 00:00:00,5,2023-12-15 00:00:00,5,11282,from L13880,1Z9V89920393253297,2023-12-11 00:00:00
L13938,P108322,128,2023-08-14 00:00:00,13,2023-08-31 00:00:00,13,11227,"Last FAIR was L13282, 7/3/19. 105 pcs",1Z9V89920397467808,2023-08-18 00:00:00
L13938-1,P108322,91,2023-08-14 00:00:00,37,2023-10-31 00:00:00,37,,from L13938,1Z9V89920390349565,2023-10-03 00:00:00
L13938-2,P108322,54,2023-08-14 00:00:00,55,2024-12-31 00:00:00,35,,Need to close PO short. Only 54pcs in stock from L13938,1Z9V89920399853995,2024-10-15 00:00:00
L15492,27223,266,2022-09-16 00:00:00,250,2022-10-15 00:00:00,266,,Jacon PO 16926,1Z9V89920395531947,2022-11-09 00:00:00
L15648,27485,267,2022-12-12 00:00:00,250,2023-01-31 00:00:00,256,,"Jacon PO 17161
Order 500 but clamp too hard caused rejection.",1Z9V89920399411917,2023-02-10 00:00:00
L17196,30501,199,2025-05-15 00:00:00,500,2025-07-15 00:00:00,199,,"PO 16926, 210 pcs",1Z9V89920393401822,2025-07-14 00:00:00
L17196-1,30501,222,2025-05-15 00:00:00,0,2025-07-15 00:00:00,168,,"PO 17161, 232 pcs",1Z9V89920393401822,2025-07-14 00:00:00
L17442,30501,,2025-10-07 00:00:00,0,2025-11-15 00:00:00,,133,"Bisco PO 18888.
Traveller 300 pcs",,
L15015,P118968,,2022-01-28 00:00:00,15,2022-05-27 00:00:00,15,11036,,,2022-05-13 00:00:00
L15986,P125891,44,2023-06-09 00:00:00,25,2023-08-18 00:00:00,0,,"Make Traveller 40 pcs. Used mat 17186, 17.50"" done with mat. 9/28/23 Changed to PO 13575. Part has not sent to titanium finishing.
5/30/24 Cancelled the lot and may use mat WIP for other titanium part.",ST Issued 9/14. Label Ready. Keep to use just in case.,2024-05-30 00:00:00
L16266,P125891,61,2023-11-02 00:00:00,25,2023-12-25 00:00:00,25,11278,"Make Traveller 40 pcs. 11/2/23 Change Rev:A to B. Change mat TI to 303, anodize to passivate. Use mat PO 13977",1Z9V89920397538320,2023-11-29 00:00:00
L15157,P119805,23,2022-03-23 00:00:00,25,2022-06-02 00:00:00,22,11069,"use insert PO 12921, 77 pcs, 2016",1Z9V89920391845535,2022-07-26 00:00:00
L15124,P119637,,2022-03-11 00:00:00,15,2022-05-02 00:00:00,0,,Customer cancelled,,2022-06-10 00:00:00
L15125,P119637,,2022-03-11 00:00:00,15,2022-08-02 00:00:00,0,,Customer cancelled,,2022-06-10 00:00:00
L14672,P116237,35,2021-08-27 00:00:00,30,2021-09-08 00:00:00,30,10904,"Revise from 8/27 to 9/15, NDT",-,2021-09-08 00:00:00
L15041,P118631,48,2022-02-11 00:00:00,40,2022-03-22 00:00:00,40,-,"Mat PO 16572. Revised due date 3/22 to 3/30, NDT",1Z9V89920394886674,2022-03-22 00:00:00
L15697,P123764,60,2023-01-12 00:00:00,50,2023-05-30 00:00:00,50,,"mat PO 17015, 1/4"". ST Issued 5/29, NDT",1Z9V89920393796826,2023-05-31 00:00:00
L17327,P136588,90,2025-08-04 00:00:00,90,2025-10-03 00:00:00,54,100025,"Mat PO 16154, 2021, 48.25""
AS no charge,ST Issued 09/2/25 ",1Z9V89920397628250,2025-10-01 00:00:00
L17327-1,P136588,36,2025-08-04 00:00:00,0,2025-10-03 00:00:00,36,,"Mat PO 16534, 2022, 71.50""",1Z9V89920397628250,2025-10-01 00:00:00
L14991,P108322,289,2022-01-17 00:00:00,225,2022-05-10 00:00:00,226,,,,2022-05-17 00:00:00
L13424,P106740,65,2019-08-22 00:00:00,62,2019-11-18 00:00:00,62,10397,"revise due date from 11/7 to 11/18, ship overnight ",-,2019-11-15 00:00:00
L13992,P111960,39,2020-05-19 00:00:00,19,2020-08-17 00:00:00,19,-,Revised due date from 7/31 to 8/17 and 25 to 19 pcs,-,2020-08-21 00:00:00
L14507,P115303,18,2021-04-12 00:00:00,15,2021-10-11 00:00:00,15,,from L13992,,2021-09-30 00:00:00
L15523,P122379,27,2022-10-03 00:00:00,15,2022-12-05 00:00:00,15,11136,Revise due date to 1/24,1Z9V89920396296763,2023-01-20 00:00:00
L15854,P124722,23,2023-03-23 00:00:00,30,2023-05-25 00:00:00,14,,"bal. 14 pcs. Mat PO 16553, HT 16868. Revised date to 6/26",1Z9V89920398719454,2023-06-19 00:00:00
L15892,P124722,3,2023-03-23 00:00:00,0,2023-05-25 00:00:00,3,,from L13424,1Z9V89920391454850,2023-04-17 00:00:00
L15893,P124722,3,2023-03-23 00:00:00,0,2023-05-25 00:00:00,3,,from L13992,1Z9V89920391454850,2023-04-17 00:00:00
L15894,P124722,10,2023-03-23 00:00:00,0,2023-05-25 00:00:00,10,,from L15523,1Z9V89920391454850,2023-04-17 00:00:00
L15994,P126097,4,2023-06-21 00:00:00,4,2023-06-29 00:00:00,4,,from L15854,1Z9V89920399252867,2023-06-22 00:00:00
L17000,P133649,48,2025-02-06 00:00:00,35,2025-03-28 00:00:00,6,100006,"Mat PO 15362, HT 18193
ST Isued 2/11/25",1Z9V89920199614229,2025-04-09 00:00:00
L17000-1,P133649,40,2025-02-06 00:00:00,0,2025-03-28 00:00:00,10,,,1Z9V89920393876445,2025-05-01 00:00:00
L17000-2,P133649,30,2025-02-06 00:00:00,0,2025-03-28 00:00:00,16,Bal. 16,"Mat PO 17750
HT PO 18775                                         ",1Z9V89920394736497,2025-05-05 00:00:00
L17260,P135827,,2025-06-26 00:00:00,40,2026-02-15 00:00:00,,,,,
L15408,P121761,176,2022-08-11 00:00:00,150,2023-04-10 00:00:00,100,11153,"Mat PO 13382, 2017 HT PO 13412 in 2022 folder. Used insert 890 pcs.",771332444944,2023-02-16 00:00:00
L15409,P121761,272,2022-08-11 00:00:00,150,2023-07-10 00:00:00,30,,"insert from 890 pcs., PO 17220",772232689857,2023-05-23 00:00:00
L15409-1,P121761,64,2022-08-11 00:00:00,0,2023-07-10 00:00:00,10,,"from L15408, insert PO 17436",1Z9V89920391680776,2023-05-30 00:00:00
L15409-2,P121761,237,2022-08-11 00:00:00,0,2023-07-10 00:00:00,236,,insert PO 17436 + 17220,1Z9V89920391680776,2023-05-30 00:00:00
L15410,P121761,332,2022-08-11 00:00:00,150,2023-10-09 00:00:00,74,,"Make Traveller 300 pcs. ST Issued 8/14
insert PO 17436. Leftover 228 from 2181  pcs. 12/13/23 have 819 + 190 + 228",1Z9V89920399787021,2023-09-29 00:00:00
L15410-1,P121761,228,2022-08-11 00:00:00,150,2023-12-04 00:00:00,150,,,1Z9V89920390400230,2023-11-16 00:00:00
L15842,P124702,78,2023-03-14 00:00:00,150,2024-01-08 00:00:00,78,,Ship 78 from L15410,1Z9V89920396518184,2023-12-13 00:00:00
L15843,P124702,177,2023-03-14 00:00:00,150,2024-04-08 00:00:00,100,,"Make Traveller 400 pcs. ST Issue 4/15. 
Have reworked part from to repassivate with new production.
159 pcs from new prod + 15 pcs from L15410",1Z9V89920398164660,2024-04-30 00:00:00
L15843-1,P124702,,2023-03-14 00:00:00,0,2024-04-08 00:00:00,74,,,1Z9V89920394434241,2024-05-01 00:00:00
L15844,P124702,349,2023-03-14 00:00:00,150,2024-07-08 00:00:00,159,,"Don't need get HT. Mat at RB 80.
Mat PO 17787 ST Issued 06/29",1Z9V89921297320878,2024-08-01 00:00:00
L15844-1,P124702,187,2023-03-14 00:00:00,150,2024-10-07 00:00:00,54,,"Changed lot L15845 to L15844-1
Insert PO 17436",1Z9V89920393024025,2024-09-24 00:00:00
L15844-2,P124702,133,2023-03-14 00:00:00,150,2024-10-07 00:00:00,96,,Insert PO 18351,1Z9V89920392634430,2024-09-24 00:00:00
L15844-3,P130829,37,2024-05-24 00:00:00,150,2025-01-15 00:00:00,37,,from L15844 -2,1Z9V89920391818850,2024-11-25 00:00:00
L16470,P124702,54,2024-04-01 00:00:00,0,2024-04-15 00:00:00,39,,"Part from L15408, 
inserts from PO 17436",1Z9V89920395454469,2024-04-04 00:00:00
